post_id,chunk_num,cluster,z0,z1,z2,z3,z4
l8d489,0,-1,8.073454,11.502958,10.717577,0.6061379,8.49813
l711vd,1,15,8.832686,11.690933,9.045587,0.5171465,8.006758
l8lvr8,4,25,11.147313,9.813524,10.140031,-0.53877944,9.819074
lc4xo3,1,33,9.17737,9.59909,12.223813,0.24555698,8.952369
l6zdif,3,33,10.749864,9.906662,10.466195,1.9593743,9.05373
lbm9fn,0,-1,11.263394,9.091409,11.034003,1.5969574,7.8589787
lbqkik,3,-1,10.654387,10.080673,10.340239,0.42302525,9.67907
l6zokc,0,-1,10.055492,10.259354,10.836841,0.6395979,8.337153
l6zwqh,0,33,9.792392,9.393836,11.771974,-0.13246565,8.001294
l92dpk,2,27,11.202173,10.406078,9.665256,-0.5011703,11.196489
l70zxu,2,-1,9.7765665,10.325704,10.930877,1.5310346,8.820957
l7b1b7,3,27,11.694602,10.945298,9.599181,1.1447252,10.307334
l71scw,0,-1,10.382969,9.067621,11.161301,1.8008778,8.695412
lc7lgq,0,15,8.38052,12.205724,9.160527,0.6319954,8.22476
l9vzwo,0,-1,10.451177,9.616321,11.742976,-1.2404634,7.9761496
l6zrk8,0,-1,10.610749,9.970053,11.006062,1.313193,8.361104
l6zl1f,0,-1,10.824136,9.768433,10.989243,0.35290158,7.765142
l7f8c5,3,33,11.698794,9.541897,10.693379,0.8145304,8.186335
lbtrpn,3,33,10.1388035,9.557378,10.583651,2.1257634,8.174353
l9g8ft,18,27,11.7208395,10.836676,9.768325,-0.726804,10.090459
l7cc11,0,25,10.962401,10.006741,10.363343,-0.11886775,10.553846
l9gf8d,0,-1,11.084184,8.975772,11.349451,0.8858533,8.24569
l72nas,0,-1,9.778168,9.792803,11.590176,1.1303511,8.803619
l8m1oj,1,15,8.858416,12.327653,9.112325,0.07400799,9.163129
l7017p,0,-1,10.351186,9.336405,10.243879,1.7997906,8.10615
l6zkx6,0,-1,10.187215,9.614922,10.508811,0.10533598,7.9588714
l6zv63,0,15,7.980672,12.406199,9.14411,0.5055073,8.55915
l6zk6j,2,27,11.527406,10.942769,9.958391,-0.069386095,10.037067
lbd5vx,2,27,11.599519,11.122204,9.694681,1.1750113,10.22514
l9j9a6,2,11,8.1572275,10.396581,10.954092,0.46844012,6.9170594
l71d91,0,30,10.876349,9.456994,10.146812,1.3273537,8.056779
lc75x5,0,9,10.515883,10.9637785,9.154647,-0.7457884,11.376706
laihdz,0,15,8.50111,12.164903,9.108965,0.25703937,9.00986
l7p7k6,0,15,8.1268425,11.821463,10.118236,0.19016889,8.209696
l70jr3,0,-1,10.821287,8.419789,11.181004,0.9476539,8.7609
l80kji,5,-1,10.858319,9.449379,10.285899,0.7488608,7.8480096
l6x1kf,0,33,11.153247,8.613445,11.610492,1.1260728,8.548754
l7afxp,0,33,10.548969,8.919579,10.61846,1.7723222,8.382831
l6zd37,0,-1,9.521458,9.503368,11.042747,-0.19731706,8.159248
l6zcqn,0,-1,9.0966215,9.7466345,11.583321,-0.85847497,7.7360907
l9txha,1,2,11.194864,9.571401,8.884892,-2.1420596,10.971782
l6z0qd,0,-1,12.034178,10.489067,9.644549,-0.0025446636,9.754414
l8lxc9,1,15,8.086508,12.350168,9.982963,0.3479075,8.228319
lbbctz,0,33,10.816822,8.480071,11.303772,0.563521,8.433684
l7bg2y,0,33,9.346473,9.643823,12.088468,0.7605905,8.416148
l8p1n8,0,33,11.401792,9.040443,11.381643,-0.9781472,8.613724
l75764,0,-1,10.02631,10.15531,10.805867,0.0313879,7.9170065
l6yzk0,0,15,8.266719,12.053144,8.994938,0.39176306,7.969098
l70t9o,0,27,11.938302,10.424816,9.891241,0.40623462,9.812694
l6zjtv,0,15,8.212648,12.224493,9.3595705,0.7595128,8.240486
l8w695,0,15,8.063983,12.110274,9.263413,0.44125843,7.949269
lb3gkq,0,33,11.565521,9.8590145,11.422186,-0.84983665,8.231039
l70n4l,0,27,11.830851,10.538582,9.849373,-0.65187055,10.271273
l86hgh,1,14,9.094837,11.903732,9.241641,0.99327713,7.6212416
l9p0tr,0,33,11.649099,9.777036,10.991952,1.0085378,8.122576
l77n7l,0,27,11.966862,10.742396,9.749749,0.23239523,10.564809
l8pe4x,0,-1,7.956403,11.845708,10.118811,0.7225546,8.544296
l6zcsh,0,27,11.344239,10.6804285,9.856879,0.68742865,10.324313
l6zqsc,0,-1,7.891962,11.805214,10.401663,0.9913441,9.147286
l72k5x,0,33,11.054402,8.584694,11.799902,-0.08420261,8.063247
lbd2oj,7,-1,11.716293,9.994128,10.511055,1.0147297,8.1737
l704tn,0,21,10.519445,11.694545,10.661045,0.4377909,9.596582
lc1via,2,-1,11.302622,10.537034,10.0275755,0.86940503,9.207564
lc7h0d,0,13,10.177067,11.178266,9.55108,1.2352611,7.3637247
lc5vit,1,33,10.632784,9.513207,10.766663,1.9994367,8.157482
l7001h,0,-1,10.864494,9.2174225,11.165119,-0.41091722,7.7551694
l7xj5z,8,33,10.5555105,10.1091585,10.421753,2.0203896,9.267564
l72rg2,0,33,11.695667,9.842745,10.685944,1.0062193,8.378351
l7oa3e,0,-1,11.303178,9.046339,11.498776,-0.27583244,8.163374
l6zden,0,-1,10.920047,11.2217,10.316228,0.92942566,9.631143
l8obkm,1,25,10.974111,10.005416,10.532385,-0.26990607,10.363545
l72y8r,0,30,9.704111,10.562463,10.14323,0.90724164,7.870345
l7uq1y,0,33,11.520554,9.680045,11.371958,-0.47323948,7.7417727
l6zkoo,0,-1,10.606503,10.613763,10.235659,1.3853718,9.224265
lbaktb,2,11,8.22985,10.258256,11.065742,0.56841594,7.01992
l8nxqh,2,-1,9.123205,9.130591,11.905225,-0.090496846,8.299331
l8694g,0,-1,10.875953,8.458606,11.075256,1.1187978,8.6002445
l88x22,1,27,11.465333,10.586617,9.364861,-0.2022517,11.280659
l7ovnv,3,15,8.158892,12.012599,9.032875,0.6775661,7.9984756
l9kgge,5,27,11.989613,11.017659,9.413352,1.605741,10.172981
l6k1j5,1,15,8.914784,11.622473,9.184238,0.8629693,7.8764725
lazzaa,5,27,11.160269,11.247668,10.022892,0.040148165,10.023175
l756n6,0,-1,10.171739,9.692891,11.133111,0.89773196,8.895331
l8o47g,1,33,10.7092,8.560413,11.449599,-0.5877534,8.283581
l9mo6h,2,-1,9.476516,11.902338,11.099367,0.24814042,8.680905
l7w856,16,-1,11.35676,9.304134,10.751322,0.5372163,7.897881
l9smad,0,-1,10.855277,9.656347,10.993694,-0.53776133,8.013189
l7o7wb,0,-1,10.135413,10.352826,11.021379,0.5599707,10.014486
l9zzek,3,-1,10.037624,9.944394,11.190086,0.32759398,8.285009
l85v6v,1,30,9.841389,10.574544,10.037434,1.1960626,7.977236
lboeo5,1,-1,10.082072,9.384553,11.380253,1.1500483,8.600483
l6x0dm,0,33,10.173523,8.940488,11.281826,-0.26193467,8.334992
lc44pg,1,8,7.3518996,9.102794,10.754435,-1.0041518,7.054101
l7ubic,1,-1,10.230859,11.168485,10.787821,0.9555399,9.742919
lb42zk,1,15,8.608456,12.357842,8.907775,0.339097,8.679939
lc1rjb,0,-1,11.614084,11.204755,9.688096,0.5640838,10.166156
l6yz7g,0,-1,9.27139,9.348251,11.368961,-0.05993069,8.183053
l9l78h,0,33,9.307164,9.694356,12.324349,0.05839538,8.696979
l9oxs8,0,15,8.812328,12.227936,9.134158,0.11541693,9.128377
l6zwc7,1,33,9.93935,9.665797,11.525645,-0.055614367,7.6553106
l6quln,1,33,11.505018,8.742833,11.02298,1.0994612,8.0560465
l8e0el,4,-1,9.441968,9.678098,12.128799,0.40975443,9.151104
l6zxyi,0,21,10.188158,11.576105,10.99154,0.60007846,9.332355
l7uy51,0,11,8.086919,10.192475,11.049846,0.45979795,6.9770017
l80sl1,3,33,9.150853,9.542996,12.073255,1.0144075,8.695156
l7qrmi,1,-1,11.494101,9.63079,10.865706,0.98711646,8.656836
lbe85k,0,15,8.036344,11.821562,10.310547,0.33296868,8.355355
lc2d8q,0,15,7.6871066,11.797158,10.659607,0.777872,9.1238785
l70lju,0,15,8.5768585,12.244218,9.415464,0.53871775,8.687328
l72485,0,15,8.1608095,11.768031,9.59275,0.21727785,8.227561
l6ziod,0,-1,11.370277,10.214182,10.5939865,0.5007471,8.577607
l7bbhv,2,28,9.168106,9.2911825,11.28589,-0.27007765,8.271631
l6zxph,1,-1,10.431616,10.063464,10.99653,0.7370966,9.237958
l6yxsq,0,-1,10.855482,9.658385,10.065416,1.0379215,7.880446
l6yyvh,0,-1,10.5461235,9.391347,10.334393,0.21548961,7.993372
l9efsw,1,-1,11.332398,9.213183,10.471279,0.60817987,8.315655
l6zf48,0,-1,11.108264,10.740256,9.916321,0.94732475,10.380482
lapi5q,0,27,11.324465,10.465695,9.476507,-0.43156296,11.388515
l9bvbb,4,17,9.756302,11.400833,11.92251,-0.6375585,7.158144
l71d50,0,27,11.204897,10.8704,10.304174,-0.023293756,9.615191
l71yxn,14,-1,10.852275,10.959982,9.722048,-0.063739866,10.714035
l72c12,0,15,8.543184,11.775443,9.164811,0.40271053,7.823125
laygto,0,-1,10.516461,9.590889,11.371936,1.1246473,8.29209
l8vfxt,0,25,11.239704,10.027059,10.145407,-0.8229372,9.889111
lbh1tv,1,-1,10.69137,9.975757,10.907284,-0.31888482,7.9211607
l8hxs6,2,-1,9.803145,10.458511,11.203416,0.35762757,8.002791
lay5wi,1,27,11.452465,10.960535,9.846695,-0.17828175,10.0519705
l7koxt,2,33,9.980249,9.442608,11.908375,-0.09919707,7.758107
l8gm3r,6,-1,10.814887,9.771024,11.6822605,0.876948,8.203339
l6x0v6,1,-1,8.581375,11.628675,9.741349,0.2691896,7.566995
l72j3t,2,-1,10.61135,9.00608,11.029076,-0.022054745,9.440593
lbe5m0,0,17,9.38631,11.073433,11.637208,-0.7295051,7.0835814
lbauct,0,33,11.2532015,9.045396,11.54357,-0.9596802,8.581797
l71gf6,0,27,11.305312,10.968828,9.536509,1.2930412,10.315042
l6zdt6,0,15,8.256415,11.968584,9.777838,0.31714603,8.170933
l70unp,0,-1,11.492708,10.357069,9.865044,0.9950429,9.49214
l6zw9l,0,-1,10.188292,9.727883,9.993888,1.2475814,8.030985
l71jlo,0,-1,10.117933,9.188792,11.858432,1.2732452,8.390225
l70wur,0,27,11.443005,10.5724745,9.373468,-0.26059544,11.306723
l71wo0,0,33,9.77014,9.908179,11.684319,1.4277371,8.453369
laznjj,2,-1,10.547755,9.475673,10.876995,0.5987435,7.8188486
lba211,2,27,11.978256,11.164839,9.760992,1.076849,10.201313
l9oqc6,2,33,10.125543,9.406806,12.159355,0.04575454,7.948542
l8efqp,2,-1,9.54533,9.230659,11.802684,1.1512332,8.639111
l6wwpp,0,17,9.964701,11.352324,11.919252,-0.7509737,7.240027
l735ka,0,15,8.06494,11.982457,10.190669,0.18612638,8.2767515
l6zokw,0,-1,8.253443,8.925369,11.379956,-0.7039983,7.233935
l6zj1f,3,27,11.342138,10.611342,9.821659,0.8087952,10.005568
l714e7,3,17,9.353055,10.820426,11.72912,-0.8026719,7.1020927
lbcd9m,0,-1,10.724514,9.542878,10.94865,1.8955399,8.189153
l81uq4,2,27,11.670593,10.927158,9.746248,-0.6074357,10.067537
l7xrab,1,27,11.64816,10.717514,9.8418865,-0.25847882,10.216728
l7nbat,0,14,9.2277355,11.848827,9.211854,1.0792338,7.545016
l8xiqh,4,15,8.100461,12.122921,9.458385,0.6271282,8.19595
lbp639,6,-1,10.953254,8.900723,10.864193,-0.265535,8.366601
l7ey2b,1,25,11.296377,10.1063595,9.620904,-0.9109717,9.969461
l94wkj,0,33,10.424101,9.261636,10.817236,1.6807064,8.269017
l73pxl,8,15,7.9218397,11.995354,9.895781,0.41026837,8.409379
l70654,0,33,10.418238,8.6544285,11.36678,-0.05705971,8.756039
l6ps7e,0,27,11.397662,10.640132,9.732798,0.9655399,9.781386
lalucf,2,-1,11.012541,9.791588,10.934071,1.4720541,8.711105
l737r8,0,-1,10.979045,10.190723,11.091395,1.278224,8.462504
l7w72j,4,6,10.459211,10.868561,9.270819,-1.8261548,10.991011
l9vh65,0,-1,9.3964205,11.7517605,11.35224,-0.007089099,8.201498
l7t58i,0,19,9.866795,10.809808,10.783212,0.35957342,10.273709
lbhd7j,11,33,9.393088,9.787633,12.14166,1.1276065,8.664225
l6zlq0,0,-1,10.980556,10.820175,10.019973,0.9335344,10.175083
laokvp,3,-1,11.29124,10.869611,10.0155735,1.0534027,9.498937
l7fz4q,4,16,10.484635,8.760541,10.121027,0.3223148,9.094906
l6zlti,1,30,10.728513,9.883155,10.095493,1.2718376,7.332248
l752ia,0,-1,9.782428,9.531111,11.797996,0.94929063,7.7265024
l71if5,0,33,9.521478,9.742325,12.230744,0.091205806,8.298356
lb0d6x,0,-1,11.246881,9.488129,10.4901495,-0.3191839,8.918581
lb3qzh,0,-1,9.703739,10.1164,10.987547,0.17597388,7.991398
lb3tz7,1,27,11.5406275,10.98782,10.048503,-0.26469675,9.942379
l6ww7a,0,-1,10.303019,9.3519745,10.831325,0.76292056,8.5377035
l72meb,0,-1,10.6517,9.732318,9.944236,-0.7377411,9.885689
lai5qv,1,-1,11.534235,9.869035,11.11314,-0.4099499,7.76461
l70y4x,1,28,8.427766,8.965927,11.724595,-1.063892,7.334757
l70e5v,0,-1,10.115927,9.203905,11.137278,0.48300436,8.462036
l70j9h,0,-1,10.853156,10.085514,10.2824545,-0.21037279,9.5857115
l71m1l,0,13,9.888046,11.596226,9.338079,1.3195928,7.2805767
l8l0ck,3,15,8.135031,12.186676,9.438748,0.35013688,8.583586
l72jxd,0,17,9.284155,11.1159,11.651341,-0.71935844,7.0739727
lazj51,11,-1,10.281396,8.894843,11.467468,0.6891518,8.836428
l710j4,0,33,11.8626175,9.615733,10.679566,1.110021,8.155462
l71e9o,1,-1,10.522792,9.583215,10.825999,0.43948418,8.174827
l7kgnc,2,30,10.618689,9.790688,10.072033,1.3074505,7.391976
lb2641,0,15,8.65811,12.296957,9.224077,0.06415201,9.274835
l6novm,4,15,7.5367074,11.81722,10.691816,0.8036182,9.162332
l72ju2,0,33,9.595078,9.642764,12.457447,0.2595611,7.8858414
l7uliy,0,31,9.588472,10.961534,11.890418,0.7951161,8.631561
lc9lf4,0,-1,11.509003,8.934053,11.714772,0.39189634,8.2433815
laxokl,1,33,10.461306,9.188654,10.862261,1.8071835,8.285639
l7hqat,3,15,8.477078,12.0885,9.271257,0.8344951,8.159151
lbeurn,1,16,10.606171,8.757785,10.200733,0.13306263,8.960087
l8dtx1,2,33,9.425583,9.862944,11.8257065,1.4143643,8.662592
l6mqoq,1,-1,10.038144,9.997742,9.976095,1.5636494,7.9597816
l6zgb0,0,27,11.282991,10.412177,9.602135,-0.49198073,11.3056555
l9ri07,2,27,11.329802,10.320201,9.511017,-0.47388676,11.370663
l8bd8v,1,-1,10.759096,9.248504,11.055194,-0.18643923,9.677671
l6yzx8,0,17,9.892132,11.450798,11.975637,-0.8163191,7.1535687
l7297a,0,-1,11.051291,8.571595,11.125292,0.20397083,8.418052
l6ztw1,0,-1,10.544673,8.96574,10.66713,0.3263055,8.281894
l71c80,0,27,11.616688,10.559849,9.991856,1.2470938,9.539555
l6zj3i,0,33,11.373553,9.468247,11.612461,-0.4658265,7.906009
l6zd5a,0,25,10.991135,10.014317,10.487694,0.11716063,10.502314
l8o29g,0,15,8.025289,11.871539,10.322543,0.32075185,8.387901
l8nap0,2,27,11.567919,10.873992,9.866924,0.9324985,10.294311
lazr2u,0,31,9.414884,10.864077,11.91689,0.88040805,8.699365
l70x06,0,33,9.669591,9.598545,12.081759,0.0056256284,7.8159733
lc15r6,1,15,8.110609,12.072246,9.759224,0.45953918,8.332402
l7hzcz,2,33,9.428327,9.825274,12.478372,0.04430048,7.937424
l6rxrh,2,15,8.28418,11.865904,9.344193,0.23212115,8.234241
l7d5wt,2,-1,10.162231,8.891731,11.145994,-0.030368173,8.19299
l8zy85,0,15,8.299377,11.834409,9.743961,0.1365725,7.9686255
l723ma,0,33,11.195311,8.854327,11.41528,-0.9270177,8.618693
l723s9,0,-1,11.118143,10.449494,10.103266,1.2802707,9.026871
l7ifel,2,-1,10.147379,8.622218,10.358843,0.7866474,8.676926
l724kp,0,28,8.582007,9.150731,11.907987,-0.8692272,7.629781
lc6kt6,0,-1,11.54052,10.52008,10.20987,0.00088252145,9.737423
l8v6q0,0,11,8.152716,10.365183,10.95415,0.5212926,6.961136
l9r422,0,15,8.162494,11.987669,9.751686,0.3172936,8.339979
l6zjsq,0,-1,10.67531,11.20738,10.036941,0.2333899,10.485405
l8fz38,3,33,10.770562,9.045436,10.607681,0.19637041,8.12041
l74reb,0,33,10.324961,9.431776,10.323545,1.7094213,8.116266
l8w6kh,4,-1,11.0025,9.927961,10.420411,-0.08765079,10.11545
lb1ib4,0,15,8.402962,11.877736,9.993961,0.35290065,8.22467
l6z0sm,3,-1,11.188256,10.59278,9.923494,0.8309396,10.058577
l73sbq,0,22,9.370256,11.099196,9.743122,1.2074994,6.4145794
l8bmfa,1,11,7.9066367,10.77075,10.66732,0.52227545,7.057857
l6yvno,0,33,11.387602,9.053069,10.83433,1.5091642,7.9814615
l7f8lt,4,28,8.522303,9.316679,11.272633,-1.0408254,7.4249043
l7ox2n,0,30,9.96224,10.260568,10.322686,0.31352356,7.7014627
l70hyl,0,15,8.674151,11.767793,9.288888,0.9378784,8.058943
l8t9o9,0,33,9.080309,9.724045,12.268822,0.45532018,8.988233
lal4ku,1,-1,11.283467,10.846227,10.278945,0.40871912,9.560493
lbfq7d,2,-1,10.429958,10.260466,10.75086,0.55659926,10.219758
l70ce4,0,17,9.66718,11.284863,11.625431,-0.5134278,7.0999727
l74z7w,0,33,11.160809,9.353372,11.241501,0.9666625,8.038722
l6wys8,0,22,9.54396,10.920899,9.890684,1.3178698,6.214069
l70uy9,0,30,9.646588,10.696184,10.177205,1.0588917,7.915795
l70xq2,0,15,8.58883,11.940447,9.081221,0.6533089,7.9521656
la4ahu,6,33,9.207051,9.854431,12.241496,0.8322401,8.417567
l7vzmo,5,-1,10.421388,8.62802,10.353235,0.72878337,8.676584
l70zbb,1,-1,10.309337,9.6644125,10.184763,1.5569633,8.00121
l6ywa8,0,-1,10.911098,9.892048,10.069678,1.281101,8.117768
l725cs,0,33,9.456848,9.384598,11.994113,1.08731,8.703056
l70cga,0,-1,9.604801,10.035937,11.584008,0.7046859,8.3665285
l70ycs,0,33,10.612393,10.042071,10.388318,2.133342,9.174247
l70lz1,0,15,8.7295,12.488114,9.060598,0.16874255,9.1820545
l7sp9f,2,-1,10.084783,9.636518,9.918371,1.1369009,8.254738
l72oyo,0,1,8.719819,10.52171,10.077504,-1.278227,8.86884
l6zcyp,0,15,8.983543,12.311132,9.150435,0.16359039,9.211272
l8r9wc,7,33,9.590241,9.764421,12.372913,0.11995305,8.163901
lazlxb,0,-1,9.746087,10.6052,10.324971,0.3794963,7.32901
l7ai3u,0,-1,11.390434,9.641867,10.066391,-0.867794,9.965214
l71aua,0,33,10.176758,9.72515,11.772164,0.12691066,7.5958805
lb8gpd,0,23,11.814566,9.685037,10.072937,-1.2604734,10.32385
l9qx8p,12,-1,11.315523,9.091564,11.053446,-0.08962124,7.981562
l72bld,1,33,10.691582,9.396753,10.422497,1.816393,8.037852
l6wyyj,0,25,11.185457,9.706099,10.507652,-0.85643834,9.8381
l6zg9y,0,-1,11.170349,8.995772,11.514907,0.11278586,8.574987
l7045k,0,33,10.1471405,9.42661,10.695875,0.13819775,8.092348
l71h0y,0,-1,10.860304,9.950537,10.291743,0.07233227,10.233003
l6pw3w,1,33,10.755919,8.860469,11.195371,-0.49811873,8.345521
l738op,1,-1,10.498805,9.193182,10.985936,1.2307184,8.096457
l6wz5k,0,21,10.715681,11.520271,10.312796,0.7657782,10.017459
l7339g,0,-1,11.021879,11.089034,9.571514,1.1122856,9.808252
lbni82,0,27,11.087411,11.064819,9.868437,0.8496512,10.395181
l704i2,0,-1,11.380254,9.575379,10.331771,-0.35464612,10.043191
l8zdad,10,-1,10.317406,9.578955,10.67929,1.4676144,6.9286714
lc7afq,7,-1,11.022272,9.417246,11.202827,0.8339877,8.037123
l71uxg,0,-1,9.818542,10.612118,9.446785,1.019585,7.8440714
l70nss,0,-1,11.61063,9.464733,10.825712,0.53326267,7.815227
l81le6,0,-1,11.146882,9.1181135,10.794814,0.90782994,8.326901
l7yxfz,3,-1,11.049445,9.443627,11.361499,0.28235042,7.6087575
l7l3gq,4,33,9.072174,10.021987,12.267484,0.94104844,8.524629
l80y9b,0,-1,8.88474,11.600514,9.2265415,0.42230773,7.8970675
l7bpf5,4,30,9.627014,10.8572645,10.006393,1.0331055,7.961131
l70t7i,0,27,11.360778,10.399584,9.54472,-0.5542732,11.375577
l7056b,0,33,11.324007,9.16123,11.059593,-0.719591,8.563671
l6wujx,0,21,10.40081,11.716753,10.752287,0.5943601,9.534421
l72fu4,0,-1,9.029927,9.159772,11.85021,-0.15302746,8.104151
lb3tz7,6,-1,10.270674,9.590678,10.523544,0.6399053,8.280767
lak21t,0,28,8.737481,9.303509,11.350567,-1.1763587,7.4672055
l6yypn,0,21,10.430202,11.503045,10.823361,0.75360924,9.48559
l83j8d,12,-1,10.65033,9.381863,11.305597,0.8499575,9.129338
l964fl,1,33,9.753417,9.583359,12.242951,0.11478831,7.651526
l7243b,1,-1,9.438562,10.129521,11.478959,1.5483208,8.871455
l7xj5z,4,33,11.281964,9.211304,11.1541815,-0.57556224,8.050122
l71mcs,0,-1,10.388042,9.127482,11.952402,0.062094618,8.329865
l8wwrk,0,33,10.03723,9.805923,11.84604,-0.096156694,7.778242
l8ml45,12,33,9.208636,9.588527,12.227704,0.48777202,8.784027
l6yvd0,0,-1,10.092093,8.998468,10.480279,1.8293779,8.020687
l72cw5,0,-1,10.681793,9.726455,9.935353,-0.80222476,9.913418
lah4st,0,31,9.477033,11.017438,11.812676,0.843519,8.691109
l733n8,0,15,8.429186,12.370112,9.311111,0.474123,8.06544
l8nap0,5,-1,9.436209,10.582563,10.979701,0.8095146,7.916287
l7ytvo,0,21,10.686744,11.625234,10.183709,0.8264933,10.152198
l95gcf,2,-1,9.913305,9.029993,11.857515,0.76425517,8.627585
l70335,0,-1,9.707854,8.820361,11.482891,-0.12541059,8.289408
l71ub3,0,-1,10.675652,9.329137,11.17674,1.3886961,8.307314
l70z9m,0,-1,9.566365,10.575296,11.004783,0.36851507,7.870168
l7pimc,0,-1,11.026258,9.275823,11.113735,-0.3487098,8.013755
l8ml45,31,30,9.764996,10.7328825,9.988713,1.1901228,7.9406533
l717th,0,15,7.958192,12.07922,9.729213,0.40700075,8.507216
l80xaf,0,33,10.010975,9.006098,11.05152,1.489337,8.614522
lanmme,1,-1,10.517943,9.872896,10.132607,1.4758873,7.7520285
l8hdgu,0,-1,10.578533,9.119267,10.929752,-0.5764186,8.756829
lalaqy,4,-1,11.181947,9.754851,10.90549,1.5830774,8.426728
l9l35o,1,33,11.030175,9.33301,11.331028,-0.80583835,8.087122
l6wzwr,0,-1,9.696719,9.397175,12.231807,1.1459854,8.689944
l713iv,0,8,7.264626,9.113083,10.720815,-1.0373031,7.0070553
l7w856,2,21,10.510665,11.564039,10.593418,0.38021088,9.729757
lc7grd,3,22,9.481094,10.990487,9.833149,1.2429419,6.2989435
l79d70,1,30,10.435817,9.854768,9.698895,1.4513341,8.058081
l86cjw,0,-1,10.381668,9.328897,10.080356,1.0976524,7.9795394
lanhat,0,15,8.245393,11.917944,9.30781,0.19485094,7.9484563
l8wuzj,6,15,8.831508,12.454516,8.965369,0.45276308,9.251108
l8nap0,3,-1,11.08925,9.191266,10.407825,0.30859995,8.396203
lbdmaw,11,-1,10.889425,11.435966,10.209593,0.26274064,9.820696
lbpt4m,7,-1,10.780824,10.493779,10.4755335,-0.20751275,9.74054
lbd99k,7,-1,7.9073925,11.4012575,11.125019,1.3401513,9.039119
l6zlcy,0,-1,10.705118,9.726604,10.454299,0.88846195,7.7052813
l6yw05,0,33,9.428005,9.836933,11.886312,1.4186734,8.750989
lc7ql1,5,-1,11.42791,9.493857,11.004611,1.4182329,8.532028
l83any,4,27,11.909158,10.648756,9.845378,-0.4573744,10.211496
l70ur9,0,-1,9.896858,9.874062,10.937408,0.09645359,8.124578
l6hlue,0,33,8.766474,10.148741,12.359658,0.49239418,8.370831
lbslh4,0,-1,11.349476,9.308802,10.563444,0.74335146,8.440758
l71b9f,0,15,7.783692,12.420586,9.287458,0.34628448,8.0767975
l6zjl0,0,-1,10.827327,9.76391,11.593979,0.4872565,8.103999
l72kbj,0,-1,10.945627,9.723093,10.488197,0.794904,7.9822817
l71ay3,0,13,9.976577,11.426387,9.289036,1.4803811,7.1449547
l70uwx,0,-1,11.502696,10.386854,10.135648,0.27716956,9.40632
la0n4z,0,-1,10.368755,9.514106,11.374079,1.4139795,8.511235
laj1lj,2,-1,8.788035,9.991354,12.113303,0.7904045,8.613167
l7uxqr,0,-1,9.256527,9.527758,11.941722,1.0682317,8.926438
l6wyfy,0,21,10.253084,11.678733,10.928961,0.54371125,9.381051
l7337k,0,-1,8.913525,11.560076,9.663364,0.17119446,8.054678
l8373w,1,-1,10.728224,9.799792,10.731488,1.1415416,8.588838
l8l5qj,0,33,11.052967,8.524069,11.321866,0.83319235,8.567575
lbanq5,1,13,10.00679,11.456998,9.204593,1.4745933,7.21599
l71t8r,0,33,8.613942,10.212928,12.394324,0.4098877,8.354577
l7u8h5,1,28,8.01595,9.2048,11.03343,-1.1452996,6.950941
l6zr65,0,27,11.437341,10.990373,9.7023535,0.77493393,10.47828
l9mry6,23,22,9.509535,10.964181,9.833622,1.2368306,6.2776775
l6s675,1,-1,10.802058,9.099209,10.633107,-0.2653727,8.25231
lbds1e,0,20,7.8493114,9.955161,11.585805,-1.5104421,6.8473988
l70hje,0,13,10.025744,11.43607,9.258422,1.4745809,7.2436852
l9ul1c,12,5,7.831534,8.92481,12.7424,-0.30700266,9.280226
l7ktrs,0,25,11.043755,9.871628,10.083008,-0.6526266,9.7767
l6yzgf,0,-1,11.181984,9.020573,11.652663,-0.19262594,8.024001
l72ghm,3,-1,9.53619,9.677103,11.9156475,0.58837867,8.794797
l72w4i,0,-1,11.022328,9.534607,10.340273,0.18125804,8.072937
l7spsb,2,21,10.348297,11.736387,10.801625,0.5197538,9.486394
l7t58i,1,-1,8.562538,11.59172,9.708303,0.4764168,7.9505095
l9hiza,0,-1,11.008645,9.807872,10.822319,0.20427784,7.8475866
l9ez8j,2,20,7.7790685,9.958039,11.624927,-1.5657742,6.849468
l7uva9,0,-1,9.785295,10.37301,11.469464,0.062453795,8.10015
l7211v,0,28,9.27356,9.171905,11.697497,-0.67001283,7.9402905
l72m84,0,-1,8.938715,9.883595,11.45445,-0.7732396,7.549575
l6yvst,0,33,9.879289,9.148995,11.596468,0.44010448,8.407888
lb8lwf,1,-1,10.654662,10.579105,10.1062355,1.8959988,9.431009
lc0gd5,0,15,8.6961,11.738041,9.224953,0.81594557,7.9805083
l70d8w,0,33,10.386428,9.287266,10.68467,1.9606246,8.547442
l71u5v,0,-1,11.302589,10.580776,10.011466,1.5496986,9.443147
lajjs2,6,27,11.386379,11.053894,9.844592,1.1011127,10.192723
l724di,0,-1,9.649054,10.122916,12.047183,-0.35036838,7.994887
l88e7e,3,11,8.139051,10.338943,11.033371,0.5201019,6.9226885
l7p7k6,2,27,11.421569,10.588133,9.520043,-0.42406777,11.120009
l766xu,0,-1,9.916464,9.975863,12.146295,-0.773559,7.9864583
l71jeg,0,33,9.156968,9.793548,12.082092,0.8801471,8.575776
l6zg09,0,-1,11.10832,10.7574625,10.2290745,-0.057140045,9.866847
l72i7w,0,-1,9.120209,10.445809,10.745423,0.45138633,7.3282256
